 format: day,hour,forecast,value  location:53_124 Start : 20260706 
 7,0500,+39,95.000000 
 7,0500,+40,95.000000 
 7,0500,+41,95.000000 
 7,0500,+42,95.000000 
 7,0500,+43,90.000000 
 7,0500,+44,90.000000 
 7,0500,+45,90.000000 
 7,0500,+46,90.000000 
 7,0500,+47,90.000000 
 7,0500,+48,90.000000 
 7,0500,+49,90.000000 
 7,0500,+50,85.000000 
 7,0500,+51,85.000000 
 7,0500,+52,85.000000 
 7,0500,+53,90.000000 
 7,0500,+54,90.000000 
 7,0500,+55,90.000000 
 7,0500,+56,90.000000 
 7,0500,+57,90.000000 
 7,0500,+58,90.000000 
 7,0500,+61,95.000000 
 7,0500,+64,95.000000 
 7,0500,+67,90.000000 
 7,0500,+70,85.000000 
 7,0500,+73,85.000000 
 7,0500,+76,85.000000 
 7,0500,+79,95.000000 
 7,0500,+82,95.000000 
 7,0800,+6,90.000000 
 7,0800,+7,90.000000 
 7,0800,+8,90.000000 
 7,0800,+9,85.000000 
 7,0800,+10,80.000000 
 7,0800,+11,80.000000 
 7,0800,+12,80.000000 
 7,0800,+13,80.000000 
 7,0800,+14,85.000000 
 7,0800,+15,90.000000 
 7,0800,+16,85.000000 
 7,0800,+17,90.000000 
 7,0800,+18,90.000000 
 7,0800,+19,90.000000 
 7,0800,+20,90.000000 
 7,0800,+21,90.000000 
 7,0800,+22,90.000000 
 7,0800,+23,90.000000 
 7,0800,+24,90.000000 
 7,0800,+25,90.000000 
 7,0800,+26,90.000000 
 7,0800,+27,95.000000 
 7,0800,+28,95.000000 
 7,0800,+29,95.000000 
 7,0800,+30,95.000000 
 7,0800,+31,95.000000 
 7,0800,+32,95.000000 
 7,0800,+33,95.000000 
 7,0800,+34,95.000000 
 7,0800,+35,95.000000 
 7,0800,+36,95.000000 
 7,0800,+37,95.000000 
 7,0800,+38,95.000000 
 7,0800,+39,95.000000 
 7,0800,+40,95.000000 
 7,0800,+41,95.000000 
 7,0800,+42,90.000000 
 7,0800,+43,90.000000 
 7,0800,+44,90.000000 
 7,0800,+45,90.000000 
 7,0800,+46,90.000000 
 7,0800,+47,90.000000 
 7,0800,+48,90.000000 
 7,0800,+49,90.000000 
 7,0800,+50,90.000000 
 7,0800,+51,90.000000 
 7,0800,+52,90.000000 
 7,0800,+53,90.000000 
 7,0800,+54,95.000000 
 7,0800,+55,90.000000 
 7,0800,+56,90.000000 
 7,0800,+57,95.000000 
 7,0800,+58,95.000000 
 7,0800,+59,95.000000 
 7,0800,+60,95.000000 
 7,0800,+61,90.000000 
 7,0800,+62,90.000000 
 7,0800,+63,90.000000 
 7,0800,+64,90.000000 
 7,0800,+65,90.000000 
 7,0800,+66,90.000000 
 7,0800,+67,85.000000 
 7,0800,+68,85.000000 
 7,0800,+69,85.000000 
 7,0800,+70,80.000000 
 7,0800,+71,85.000000 
 7,0800,+72,85.000000 
 7,0800,+73,85.000000 
 7,0800,+74,85.000000 
 7,0800,+75,90.000000 
 7,0800,+76,90.000000 
 7,0800,+77,90.000000 
 7,0800,+78,95.000000 
 7,0800,+79,95.000000 
 7,0800,+82,95.000000 
 7,0800,+85,95.000000 
 7,0800,+88,90.000000 
 7,0800,+91,80.000000 
 7,0800,+94,80.000000 
 7,0800,+97,80.000000 
 7,0800,+100,90.000000 
 7,0800,+103,95.000000 
 7,1100,+6,85.000000 
 7,1100,+7,80.000000 
